商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
EE6123,https://www.adidas.com/us/sabalo-shoes/EE6123.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ee00a77775cb4db0a6a1a9eb016f8fcc_9366/Sabalo_Shoes_Black_EE6123_01_standard.jpg",adidas Sabalo Shoes - Black | adidas US,adidas,['Lifestyle'],U,70,These suede skate shoes feature design details inspired by the wide-angle fisheye lens that gave skateboarding its unique visual style. The shoes have a cushioned sockliner for superior comfort. A foxing-wrapped vulcanized rubber outsole provides exceptional board feel.egular fit Lace closure Suede upper Vulcanized rubber outsole; Textile lining Cushioned sockliner Imported
EE4506,https://www.adidas.com/us/adidas-sleek-super-zip-shoes/EE4506.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0161a2eb303e472eb0a6aa33010320c5_9366/adidas_Sleek_Super_Zip_Shoes_White_EE4506_01_standard.jpg",adidas Sleek Super Zip Shoes - White | adidas US,adidas,['Lifestyle'],W,110,Made just for women A modern take on classic sneaker style  Women's-specific fit A zip instead of laces and a platform rubber cupsole create a contemporary look and feel An edgy take on feminine style. These shoes swap out laces for a zip closure and add geometric hardware to make a modern statement. The all-leather upper rides on a platform rubber outsole for extra attitude and a little lift. Perforated 3-Stripes keep the style smooth and minimalist.arrow fit; Women's-specific fit Zip closure Leather upper Rubber outsole; Synthetic lining Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported
EG8141,https://www.adidas.com/us/falcon-shoes/EG8141.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bf6e165dfe1042c9ba65aa9600ed4842_9366/Falcon_Shoes_White_EG8141_01_standard.jpg",adidas Falcon Shoes - White | adidas US,adidas,['Lifestyle'],W,100,"Flaunt a carefree, rebellious vibe inspired by retro trends. These chunky shoes show off a distinctly '90s look with eye-catching colors and a layered build. A bulky midsole stays true to the era and feels super-stable underfoot.ace closure Mesh and leather upper Rubber outsole; Mesh lining Stabilizing Torsion System; Lightweight EVA midsole Imported"
EF9248,https://www.adidas.com/us/superstar-shoes/EF9248.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/27a40c512fc24c5fb1b1aa9c0005cb11_9366/Superstar_Shoes_White_EF9248_01_standard.jpg",adidas Superstar Shoes - White | adidas US,adidas,['Lifestyle'],W,100,"Born from basketball Iconic adidas Superstar sneaker details The adidas Superstar sneaker was the world's first all-leather basketball shoe Rubber shell toe, serrated 3-Stripes and rubber cupsole The adidas Superstar sneaker hit the hardwood in the '70s as basketball's first all-leather low top. Today, the iconic shell-toe style wins fans as a cultural icon and streetwear star. These shoes come in full grain leather with serrated 3-Stripes and a rubber cupsole.egular fit Lace closure Leather upper with classic rubber shell toe Textile lining; Rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
F36218,https://www.adidas.com/us/runfalcon-shoes/F36218.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/38277b478a79419abf6da998000ab640_9366/Runfalcon_Shoes_Black_F36218_01_standard.jpg",adidas Runfalcon Shoes - Black | adidas US,adidas,['Running'],W,60,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive sneakers have an airy material-mix upper and a midfoot cage for extra support.egular fit Lace closure Mesh and synthetic leather upper Rubber outsole; Synthetic cage over the midfoot; Synthetic heel cap Lightweight EVA midsole Lightweight feel Weight: 8 ounces (size 7) Midsole drop: 9.5 mm (heel: 27.4 mm / forefoot: 17.9 mm) Recommended for: Multisport training; Arch type: Normal Imported"
EE4561,https://www.adidas.com/us/u_path-x-shoes/EE4561.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9cbad5f6efdb45389351aa7100ebbd51_9366/U_Path_X_Shoes_Pink_EE4561_01_standard.jpg",adidas U_Path X Shoes - Pink | adidas US,adidas,['Lifestyle'],W,85,Leather heel cap Cushioned comfort Features a TPU print with a neon color-fade design Enjoy the comfort and performance of OrthoLite® sockliner A sleek racing style that looks to the future of sneaker design. These shoes are made of lightweight and breathable mesh. The leather band at the heel features a color-fade neon print that looks like a speedy blur. Computer-stitched details offer a high-tech touch.egular fit Lace closure Mesh and leather upper Rubber outsole; Textile lining Enjoy the comfort and performance of OrthoLite® sockliner; Lightweight EVA midsole Imported
F36654,https://www.adidas.com/us/lite-racer-rbn-shoes/F36654.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/78f52073b8224030beb4a9810138fc8e_9366/Lite_Racer_RBN_Shoes_Black_F36654_01_standard.jpg",adidas Lite Racer RBN Shoes - Black | adidas US,adidas,['Lifestyle'],W,70,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.egular fit Lace closure Textile upper Combined Cloudfoam midsole and outsole Enjoy the comfort and performance of OrthoLite® Float sockliner Lightweight feel; Sock-like construction hugs the foot Imported
FU7611,https://www.adidas.com/us/pharrell-williams-adilette-2.0-sandals/FU7611.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/dc6c742ae5c24786b62faaa300dd7f9c_9366/Pharrell_Williams_Adilette_2.0_Sandals_Green_FU7611_01_standard.jpg",adidas Pharrell Williams Adilette 2.0 Sandals - Green | adidas US,adidas,"['Lifestyle', 'Swim']",U,90,"Musician and designer Pharrell Williams creates a modern, street-ready version of the iconic Adilette slide. Inspired by outdoor silhouettes, these sandals have a structured mesh upper for a lightweight feel. The padded ankle strap and contoured footbed keep you comfortable.ingle-bandage front with hook-and-loop ankle strap and pad Structured mesh and synthetic upper Textile lining; Synthetic outsole Contoured footbed with Pharrell Williams reflexology-inspired graphic Imported"
EE7046,https://www.adidas.com/us/sambarose-shoes/EE7046.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/970e72f096e0497d91deaa24008d7874_9366/SAMBAROSE_Shoes_Orange_EE7046_01_standard.jpg",adidas SAMBAROSE Shoes - Orange | adidas US,adidas,['Lifestyle'],W,100,"Platform design  The authentic Samba look 1"" platform midsole adds some lift T-shaped toe overlay A rising star from the soccer world. These shoes rework the Samba's classic soccer silhouette as stylish platform sneakers. The supple leather upper is stacked on top of a raised gum rubber outsole for a little extra height. Bright colors add to the fresh feel.egular fit Lace closure Leather upper Rubber outsole; Synthetic lining Imported"
EG7767,https://www.adidas.com/us/pharrell-williams-x-adidas-solar-hu-shoes/EG7767.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f96e499477d24d65b997aa4f010a7009_9366/Pharrell_Williams_x_adidas_Solar_Hu_Shoes_White_EG7767_01_standard.jpg",adidas Pharrell Williams x adidas Solar Hu Shoes - White | adidas US,adidas,['Running'],U,160,adidas teamed up with Pharrell Williams to create these running shoes that celebrate the world's many vibrant hues. They have a breathable textile upper and responsive cushioning for an energized ride. A stability rail helps guide the foot through the gait cycle.egular fit Lace closure Textile upper Rubber outsole; Textile lining Responsive Boost midsole Weight: 9.8 ounces (size US 9) Midsole drop: 10 mm (heel: 32 mm / forefoot: 22 mm) Stabilizing Torsion System; Fitcounter heel for unrestricted fit; Stabilizing Solar Propulsion Rail Imported
EE5602,https://www.adidas.com/us/nizza-shoes/EE5602.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6543529b97fc430f878eaa78010df9d4_9366/Nizza_Shoes_White_EE5602_01_standard.jpg",adidas Nizza Shoes - White | adidas US,adidas,['Lifestyle'],U,70,"Basketball heritage Vulcanized outsole A low-profile version of an iconic hoops style A vulcanized rubber outsole adds flexible durability. The simplicity of '80s basketball style is alive in this modern reissue of the Nizza. Featuring heritage hoops details like a contrast rubber toe cap and thick rubber cupsole, these canvas shoes offer a link to retro B-ball style. A logo print on the sidewalls adds a modern touch.egular fit Lace closure Canvas upper with rubber toe bumper Textile lining; Vulcanized rubber outsole with printed foxing tape Enjoy the comfort and performance of OrthoLite® sockliner Imported"
F35567,https://www.adidas.com/us/asweego-shoes/F35567.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ea795853ffe749cfb9aba98f012045d0_9366/Asweego_Shoes_Pink_F35567_01_standard.jpg",adidas Asweego Shoes - Pink | adidas US,adidas,['Running'],W,80,Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.egular fit Lace closure Mesh upper Durable rubber inserts on combined Cloudfoam midsole and outsole; 3D support frame Midsole flex grooves; Enjoy the comfort and performance of OrthoLite® sockliner Sock-like construction hugs the foot Weight: 9.5 ounces (size 7) Midsole drop: 11 mm (heel: 26.9 mm / forefoot: 15.9 mm) Arch type: Normal Imported
EE5790,https://www.adidas.com/us/stan-smith-shoes/EE5790.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/77795713f98b4e74bfdaaa26012cedc8_9366/Stan_Smith_Shoes_White_EE5790_01_standard.jpg",adidas Stan Smith Shoes - White | adidas US,adidas,['Lifestyle'],U,120,"Home of Classics collection Luxurious feel Iconic Stan Smith details Crafted without contrast color, they feature a triple-white palette An all-leather upper, leather tongue and smooth leather lining offer luxe comfort Perforated 3-Stripes and a signature Stan Smith tongue label add authentic style Named for one of tennis' all-time greats, the Stan Smith remains a perennial favorite. Part of the Home of Classics collection, these supple leather shoes feature a triple-white color palette to amplify the smooth, minimalist lines. Honoring the simple purity of the original design, this deluxe version reconstructs the minimalist icon with ultra-precise stitching and the highest-quality craftsmanship.egular fit Lace closure Leather upper Rubber outsole; Leather lining Imported"
EF9226,https://www.adidas.com/us/supercourt-shoes/EF9226.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0c836786493c48758a5eaaa200e76098_9366/Supercourt_Shoes_Purple_EF9226_01_standard.jpg",adidas Supercourt Shoes - Purple | adidas US,adidas,['Lifestyle'],W,90,"Forty years of court style, refined to the essentials. The clean, simple lines and supple leather upper of these shoes are a nod to tennis history. Iconic perforated 3-Stripes and a contrasting Trefoil heel tab give them a timeless look.ace closure Leather upper Synthetic lining; Rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
G28373,https://www.adidas.com/us/alphabounce-plus-run-parley-shoes/G28373.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7f6b26c51d634e699950a9ed014c24b8_9366/Alphabounce+_Run_Parley_Shoes_Black_G28373_01_standard.jpg",adidas Alphabounce+ Run Parley Shoes - Black | adidas US,adidas,['Running'],W,100,"Supportive fit Energized cushioning Good for the oceans Seamless Forgedmesh upper designed with areas of support and stretch to help ensure a custom fit Bounce+ energized foam cushioning delivers an agile, springy feel and plush step-in comfort This product is created with yarn made in collaboration with Parley for the Oceans: Some of the yarn features Parley Ocean Plastic™ which is made from recycled waste, intercepted from beaches and coastal communities before it reaches the ocean Choose to be better every day. These running shoes feature forging in key areas to deliver reinforcement and an unrestricted fit. A wide forefoot platform supports multidirectional movement. The shoes are made with Parley Ocean Plastic™ yarn that's sourced from recycled plastic.egular fit Lace closure Supportive Forgedmesh upper; Highly breathable and lightweight air mesh upper Textile lining; Synthetic outsole with flex grooves Bounce+ energized cushioning midsole Weight: 11.5 ounces (size 7) Midsole drop: 10 mm (heel: 20 mm / forefoot: 10 mm) Arch type: Normal Imported"
BC0567,https://www.adidas.com/us/terrex-ax3-shoes/BC0567.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/50779222efe8407ca74ba9bd00e34e61_9366/Terrex_AX3_Shoes_Grey_BC0567_01_standard.jpg",adidas Terrex AX3 Shoes - Grey | adidas US,adidas,['Outdoor'],W,80,"Go fast on the trail. These lightweight shoes are built for speed across rugged terrain. A durable rubber outsole gives you surefooted grip on wet and dry surfaces on your trail run or hike.egular fit Lace closure Mesh and synthetic upper Textile lining; Continental™ Rubber outsole for extraordinary grip even in wet conditions Durable, lightweight EVA midsole; Molded sockliner Imported"
EE5089,https://www.adidas.com/us/sambarose-zip-shoes/EE5089.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a99e8ded98eb4032aeeaaa3b00c091d5_9366/SAMBAROSE_Zip_Shoes_Yellow_EE5089_01_standard.jpg",adidas SAMBAROSE Zip Shoes - Yellow | adidas US,adidas,['Lifestyle'],W,110,The Out Loud collection celebrates those who live life on their own terms. These shoes give the classic Samba sneaker a fresh look with a zip cover over the laces. A leather upper rides on a trendy platform sole for a little extra height.egular fit Lace and zip closure Leather upper Rubber outsole; Synthetic lining Imported
BB7565,https://www.adidas.com/us/edgebounce-shoes/BB7565.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/024546a3f9f8451b8636a8af010ace78_9366/Edgebounce_Shoes_Grey_BB7565_01_standard.jpg",adidas Edgebounce Shoes - Grey | adidas US,adidas,['Running'],W,100,"Part of a statement collection inspired by Stella McCartney, these neutral running shoes are geared for gym floors or pavement. The women's-specific design features a wide forefoot and heel platform to deliver stability while cross training. The shoes have a stretch mesh upper that offers foot-cradling comfort.omen's-specific fit; Slightly wider forefoot and heel Lace closure Seam-sealed stretch-mesh upper Internal custom-fit sockliner; Durable Adiwear outsole Flexible Bounce midsole cushioning Supportive feel Weight: 8.8 ounces (size 7) Midsole drop: 10 mm (heel: 22.5 mm / forefoot: 12.5 mm) Recommended for: Indoor and outdoor running; Arch type: Normal Imported"
F34785,https://www.adidas.com/us/cloudfoam-qt-racer-shoes/F34785.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2d8bac70131b415fbe00a9b501227376_9366/Cloudfoam_QT_Racer_Shoes_Grey_F34785_01_standard.jpg",adidas Cloudfoam QT Racer Shoes - Grey | adidas US,adidas,['Running'],W,65,"Designed with streamlined sport style, these running-inspired shoes capture a sleek and modern look. The breathable knit upper flashes a metallic sheen on the signature 3-Stripes and heel patch, while combined midsole and outsole cushioning gives comfort to every step.omen's-specific fit Lace closure Knit textile upper Textile lining; Cloudfoam memory sockliner Combined Cloudfoam midsole and outsole Imported"
G27681,https://www.adidas.com/us/speed-turf-shoes/G27681.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d17453f0df0546dca1b0a9ea011deb68_9366/Speed_Turf_Shoes_Blue_G27681_01_standard.jpg",adidas Speed Turf Shoes - Blue | adidas US,adidas,['Baseball'],U,80,"Designed for versatile wear in the clubhouse or on the field, these baseball shoes feature a widened lacing system for a comfortable fit. Abrasion protection on the mesh upper and toe cap provides durability while elevated internal support delivers a custom, locked-down fit. The rubber outsole adds soft grip on turf.egular fit Widened lacing system Mesh upper with abrasion-resistant TPU overlays; Mesh tongue with gore wings Turf-traction rubber outsole; Textile lining Internal support for lateral stability Imported"
EE4947,https://www.adidas.com/us/marathon-tech-shoes/EE4947.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/69570c36ec254221b569aa5b00d3bccb_9366/Marathon_Tech_Shoes_Grey_EE4947_01_standard.jpg",adidas Marathon Tech Shoes - Grey | adidas US,adidas,['Lifestyle'],W,120,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning.egular fit Lace closure Mesh upper with suede overlays Textile lining; Gum rubber outsole Responsive Boost midsole with midfoot webbing print Imported"
CM8570,https://www.adidas.com/us/terrex-speed-gtx-shoes/CM8570.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/29826c16b96e42bdbfaba9c300cd7a35_9366/Terrex_Speed_GTX_Shoes_Black_CM8570_01_standard.jpg",adidas Terrex Speed GTX Shoes - Black | adidas US,adidas,"['Outdoor', 'Running']",W,180,"Waterproof performance Optimal grip GORE-TEX 3D Fit technology for waterproof, breathable performance Continental™ Rubber outsole for extraordinary traction even in wet conditions Race through the rain and mud in these flexible and ultralight trail running shoes. Innovative GORE-TEX 3D Fit technology ensures feet stay dry and comfortable for competition. The higher midsole and grippy Continental™ Rubber outsole support effortless running no matter how challenging the surface or long the race. egular fit; Women's-specific fit Lace closure GORE-TEX upper for a snug, waterproof fit Continental™ Rubber outsole for extraordinary traction in wet and dry conditions Durable lightweight EVA midsole; GORE-TEX 3D Fit sockliner contours to the shape of your foot Sock-like construction hugs the foot and provides a snug fit Weight: 8 ounces (size 7) Midsole drop: 9 mm (heel 26 mm / forefoot 17 mm) Reflective details Imported"
G28303,https://www.adidas.com/us/icon-v-bounce-cleats/G28303.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/32175e4b60f346c1b4bda9e6015cd897_9366/Icon_V_Bounce_Cleats_White_G28303_01_standard.jpg",adidas Icon V Bounce Cleats - White | adidas US,adidas,['Baseball'],W,85,"Inspired by a casual approach to the diamond, these softball cleats are designed for power and stability in the batter's box. They're built with responsive cushioning and feature a sock-like fit for a stable, locked-in feel. The cleated outsole delivers enhanced grip as you swing for the fences.egular fit Lace closure with extended lace loop; Elastic band Textile upper; Abrasion-resistant Ironskin toe cap Stealtrax TPU outsole plate; Internal support structures; Textile lining Flexible Bounce midsole cushioning Sock-like construction hugs the foot Imported"
EE4948,https://www.adidas.com/us/marathon-tech-shoes/EE4948.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9c9d1dde14a1479b8819aa5700eceadc_9366/Marathon_Tech_Shoes_Pink_EE4948_01_standard.jpg",adidas Marathon Tech Shoes - Pink | adidas US,adidas,['Lifestyle'],W,120,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning.egular fit Lace closure Mesh upper with suede overlays Textile lining; Gum rubber outsole Responsive Boost midsole with midfoot webbing print Imported"
EE6209,https://www.adidas.com/us/lucas-premiere-shoes/EE6209.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/28ccf3ace473479a9e56a9e7012f5da9_9366/Lucas_Premiere_Shoes_Green_EE6209_01_standard.jpg",adidas Lucas Premiere Shoes - Green | adidas US,adidas,['Skateboarding'],U,75,"For Lucas Puig's signature shoes, adidas combed the archives for a design that would reflect the pro rider's nonchalant demeanor. Clean and understated, these shoes are built off the bones of vintage volleyball trainers. They have a breathable knit upper that incorporates suede for durability. The outsole gives you total control, and the built-in sockliner brings the board closer to your feet.egular fit Lace closure Suede and knit upper Rubber cupsole; Textile lining Built-in sockliner Imported"
EE7842,https://www.adidas.com/us/terrex-eastrail-w/EE7842.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/882ef51217a84810a8a5aa3b00e18fd8_9366/TERREX_EASTRAIL_W_Grey_EE7842_01_standard.jpg",adidas TERREX EASTRAIL W - Grey | adidas US,adidas,['Outdoor'],W,70,"The Terrex Eastrail W is new for  Outdoor on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Terrex Eastrail W before, leave a review below to let us know what you thought.

We’re still working on getting you more information about the Terrex Eastrail W on adidas.com so come back soon. In the meantime, here’s the product article number EE7842 for your reference, it's categorized as: Outdoor Athletic & Sneakersmported"
BC0568,https://www.adidas.com/us/terrex-ax3-shoes/BC0568.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9ae25437b0744572a7d5a9d200e806e0_9366/Terrex_AX3_Shoes_Brown_BC0568_01_standard.jpg",adidas Terrex AX3 Shoes - Brown | adidas US,adidas,['Outdoor'],W,80,"Go fast on the trail. These lightweight shoes are built for speed across rugged terrain. A durable rubber outsole gives you surefooted grip on wet and dry surfaces on your trail run or hike.egular fit Lace closure Mesh and synthetic upper Textile lining; Continental™ Rubber outsole for extraordinary grip even in wet conditions Durable, lightweight EVA midsole; Molded sockliner Imported"
F33618,https://www.adidas.com/us/adipure-dc-shoes/F33618.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ab5ac9c24f354638a235a8e200a25e98_9366/Adipure_DC_Shoes_Black_F33618_01_standard.jpg",adidas Adipure DC Shoes - Black | adidas US,adidas,['Golf'],W,110,"Play through the weather in style. Designed with extra room for a comfortable fit, these golf shoes offer breathable protection during wet and rainy rounds. Step-in cushioning lets you walk the course in comfort, and a synthetic leather upper provides stability on every drive. The durable outsole give you extra traction on soggy surfaces. 

Breathable protection
Climastorm provides breathable water-repellent protection to keep you dry and comfortable

Step-in comfort
Slow-resilient Fitfoam Pillow sockliner for extra cushioning and step-in comfort

Durable traction
Six-spike Thintech outsole with Adiwear for long-lasting abrasion resistance and traction

Enhanced stability
Low-profile Thintech EXP cleat for improved stability, traction, durability and green friendlinessomen's-specific fit with rounded toe, wide forefoot and low ceiling height Lace closure Microfiber leather upper Six-spike Thintech outsole with abrasion-resistant Adiwear; Low-profile Thintech EXP cleat Slow-resilient Fitfoam Pillow sockliner Breathable water-repellent Climastorm; 3-Stripes with extruded metal rivets Imported"
CG5949,https://www.adidas.com/us/taekwondo-shoes/CG5949.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bdaf1a23fe7845c9ae34a9fc0129ff0d_9366/Taekwondo_Shoes_White_CG5949_01_standard.jpg",adidas Taekwondo Shoes - White | adidas US,adidas,['Lifestyle'],W,100,"This design is inspired by vintage Taekwondo training shoes, originally worn to perfect high kicks and rapid foot strikes. Made of heavy canvas, these shoes offer a chic slip-on design with a foot-hugging feel. An asymmetric midsole and a responsive gum rubber outsole add authentic heritage style.arrow fit; Women's-specific fit Slip-on construction with an elastic band closure Canvas upper Gum rubber outsole Molded sockliner with leather cover Hugs the foot Imported"
EE7955,https://www.adidas.com/us/rs-micro-adilette-slides/EE7955.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a8bba0b70f68427bb615aa2900d15957_9366/RS_Micro_Adilette_Slides_Silver_EE7955_01_standard.jpg",adidas RS Micro Adilette Slides - Silver | adidas US,adidas,"['Lifestyle', 'Swim']",U,130,"Worlds collide in the Raf Simons Micro Adilette Slides. A collaboration with the distinctive Belgian designer, these slides meld the vintage look of the adidas Micropacer with the poolside style of the Adilette. A trompe l'oeil print pays tribute to iconic Micropacer details like a metallic silver upper and sky blue 3-Stripes.egular fit Slip-on construction Synthetic upper Synthetic outsole Imported"
EF9220,https://www.adidas.com/us/supercourt-shoes/EF9220.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/687223bee2e844ba9a7aaaa200abaae9_9366/Supercourt_Shoes_Pink_EF9220_01_standard.jpg",adidas Supercourt Shoes - Pink | adidas US,adidas,['Lifestyle'],W,90,"A distillation of 40 years of adidas court style, these shoes serve up vintage vibes with a modern feel. They're crafted of supple leather and feature shifting pastel hues. For a refined touch, they're detailed with perforated 3-Stripes and a sculpted cupsole.ace closure Leather upper Rubber outsole; Synthetic lining Imported"
EF2043,https://www.adidas.com/us/fyw-s-97-shoes/EF2043.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5a1f35ea5d0e4285917fa9f901155aa8_9366/FYW_S_97_Shoes_White_EF2043_01_standard.jpg",adidas FYW S-97 Shoes - White | adidas US,adidas,['Lifestyle'],W,140,"Authentic '90s vibe Built for all-day comfort Wavy lines and vivid blocks of color complete the '90s feel Cushioned with a lightweight EVA midsole and built with a mesh upper for breathability adidas Originals celebrates the weird and wonderful style of the late '90s with the FYW S-97. This version updates the favorite oddball training shoe with a few modern tweaks. A mix of suede and mesh on the upper add texture. A chunky but lightweight EVA midsole anchors the look.ace closure Suede and mesh upper Rubber outsole Lightweight EVA midsole Soft, breathable feel Imported"
S80748,https://www.adidas.com/us/terrex-choleah-padded-climaproof-boots/S80748.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/35c96a277ee9440fa771a78c00f09e14_9366/Terrex_Choleah_Padded_Climaproof_Boots_Black_S80748_01_standard.jpg",adidas Terrex Choleah Padded Climaproof Boots - Black | adidas US,adidas,['Outdoor'],W,130,"Designed for everyday comfort and cold-weather warmth, these women's boots feature Climaproof protection to keep your feet dry and PrimaLoft® insulation for maximum warmth. A high-traction rubber outsole maximizes footing on wet and dry surfaces, while a women's-specific design enhances the fit.aterproof Climaproof keeps your feet dry and comfortable Breathable Climawarm keeps your feet warm and dry Textile upper with decorative stitching details PrimaLoft® insulation material for more warmth, even in wet conditions Lightweight EVA midsole for long-term cushioning Traxion outsole for optimal grip in all directions; Superhigh-traction rubber outsole for optimal grip in wet and dry conditions Textile and synthetic upper / Textile lining / Rubber outsole Weight: 13.7 ounces (size 7) Women's-specific fit Imported"
CM7651,https://www.adidas.com/us/terrex-swift-r2-mid-gtx-shoes/CM7651.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2abb9134f5b548a3b16ba84100ff164f_9366/Terrex_Swift_R2_Mid_GTX_Shoes_Black_CM7651_01_standard.jpg",adidas Terrex Swift R2 Mid GTX Shoes - Black | adidas US,adidas,['Outdoor'],W,170,"Go light. Go fast. Stay dry. Move swiftly across alpine terrain in these mid-cut trail shoes for women. A durable upper with speed lacing supports your feet on uneven ground, while a Continental™ Rubber outsole sticks to wet and dry terrain. A breathable GORE-TEX® membrane keeps your feet dry every step of the way.ipstop mesh upper for breathability and light weight TPU overlays for durability and added support GORE-TEX® lining for waterproof, breathable performance Combi-lacing construction for a snug fit and more secure closure; Lace Bungee stows laces to help avoid tangling; Hook eyelets Molded TPU toe cap for protection Traxion outsole for optimal grip in all directions; Continental™ Rubber for extraordinary grip even in wet conditions Main materials: Textile and synthetic upper / Textile lining / Rubber outsole Weight: 12.6 ounces (per shoe in size 7) Women's-specific fit Imported"
EE8351,https://www.adidas.com/us/duramo-9-shoes/EE8351.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/eecf093d538b4afbbf3faa4600ed1d65_9366/Duramo_9_Shoes_Purple_EE8351_01_standard.jpg",adidas Duramo 9 Shoes - Purple | adidas US,adidas,['Running'],W,65,"These women's versatile running shoes are ideal for the treadmill or the trail. They feature a two-layer mesh upper for breathable comfort and a seamless print overlay that provides extra support. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.

Shoe type
Neutral shoes offer flexibility and versatility, with premium cushioning

Cushioned comfort
Cloudfoam midsole for step-in comfort and superior cushioning

Targeted support
Seamless print overlay on upper provides support where you need it

Outstanding durability
Adiwear outsole offers the ultimate in high-wear durabilityegular fit Lace closure with molded eyestay Mesh upper Textile lining; Adiwear outsole Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Weight: 8.2 ounces (size 7) Midsole drop: 9.5 mm (heel: 23.5 mm / forefoot: 14 mm) Arch type: Normal; Recommended for: Multisport training Imported"
D97590,https://www.adidas.com/us/terrex-speed-shoes/D97590.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f739f46f7822463aaf1da9ae0169cb4b_9366/Terrex_Speed_Shoes_Black_D97590_01_standard.jpg",adidas Terrex Speed Shoes - Black | adidas US,adidas,"['Outdoor', 'Running']",W,100,"Fast and competition ready. The lightweight, durable build of these shoes is designed to help you take flight on the trail. An aggressive outsole lets you move confidently over roots, rock and dirt. The breathable sock-like fit hugs your foot for supportive comfort over rough terrain.omen's-specific fit Lace closure Mesh and ripstop upper Lightweight EVA midsole Lightweight trail running shoes for mountain races Dope dye upper Weight: 7.6 ounces (per shoe in size 7) Imported"
FU7344,https://www.adidas.com/us/pulseboost-hd-shoes/FU7344.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7a3aa67ea68546f6ad22aa39016776be_9366/Pulseboost_HD_Shoes_White_FU7344_01_standard.jpg",adidas Pulseboost HD Shoes - White | adidas US,adidas,['Running'],W,140,"We believe that feet deserve a runner's high, too. That's why the Pulseboost HD is sitting on an all-new Boost HD midsole that delivers more stability with the same crazy responsiveness and comfort on any surface. The streets are calling, let's go get it.

Boost HD
Boost HD is engineered for more stability with the same best-in-class comfort and responsiveness

Adaptive Traxion
Adaptive Traxion gives maximum grip to quickly change direction on any surface—because running should give you the freedom to explore

Adapt Knit
Adapt Knit adjusts to any foot shape, giving you a personalized fit on the go

Boost Playlists
