商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
EG5140,https://www.adidas.com/us/strutter-wide-shoes/EG5140.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d3d778bec3d340188d20aa8000fe9546_9366/Strutter_Wide_Shoes_White_EG5140_01_standard.jpg",adidas Strutter Wide Shoes - White | adidas US,adidas,['Training'],M,65,"The chunky silhouette of these shoes borrows inspiration from celebrated sport styles and delivers the dadliest of street shoes. Ready for wherever the day takes you, they have a smooth leather upper that rides on iconic sculpted tooling and a comfortable rubber outsole. Signature 3-Stripes detailing finishes the look.ide fit Lace closure Leather upper Rubber outsole; Textile lining Sculpted midsole tooling Imported"
G26648,https://www.adidas.com/us/adidas-x-undefeated-adizero-rc-shoes/G26648.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cb1c2612e9a449499f31aa1e00ff8202_9366/adidas_x_UNDEFEATED_Adizero_RC_Shoes_Black_G26648_01_standard.jpg",adidas x UNDEFEATED Adizero RC Shoes - Black | adidas US,adidas,['Lifestyle'],U,100,adidas Originals merges a low-profile running shoe with the authentic street fashion of L.A. brand UNDEFEATED. These shoes have a sleek running profile. A mesh upper gives a lightweight and breathable feel while Bounce cushioning adds all-day comfort.ace closure Mesh upper Rubber outsole; Textile lining Bounce midsole Lightweight and breathable Imported
AQ0099,https://www.adidas.com/us/boost-icon-4-cleats/AQ0099.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d7b24dc05c944b8f9003a8a8001e0cf3_9366/Boost_Icon_4_Cleats_Blue_AQ0099_01_standard.jpg",adidas Boost Icon 4 Cleats - Blue | adidas US,adidas,['Baseball'],M,120,"Command the diamond in these lightweight baseball cleats inspired by a casual look. Built for extra lockdown and fit, they return energy on every swing. A breathable mesh upper with TPU overlays offers abrasion protection as you dig out grounders in the dirt. The innovative cleat configuration provides the grip and traction you need to accelerate on contact and take the extra base. 

Energized cushioning
Boost is our most responsive cushioning ever: The more energy you give, the more you get

Enhanced traction
Protrax 5x3 cleat configuration allows for excellent dirt penetration, minimal cleat pressure and explosive acceleration on the fieldace closure Mesh upper with TPU overlays Protrax 5x3 cleat configuration; Lightweight and rigid outsole plate; Heel counter and internal support structure Responsive Boost midsole cushioning Tongueless sock-like construction hugs the foot Imported"
B74264,https://www.adidas.com/us/cloudfoam-advantage-shoes/B74264.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e7cf87d5560b443da2ffa82400059f0f_9366/Cloudfoam_Advantage_Shoes_Black_B74264_01_standard.jpg",adidas Cloudfoam Advantage Shoes - Black | adidas US,adidas,['Lifestyle'],M,65,A '70s look with luxe comfort. A leather upper and simple rubber outsole give these court-inspired guys' shoes a timeless vibe. Foot-cradling cloudfoam adds a fantastic feel.eather upper Woven tongue label; Embossed heel logo Comfortable textile lining cloudfoam MEMORY sockliner molds to the foot for superior step-in comfort cloudfoam midsole wedge for comfort and superior cushioning Rubber outsole Imported
AC8229,https://www.adidas.com/us/adizero-5-star-7.0-lax-mid-cleats/AC8229.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c53e73dc83af4aeba33ba9150101c078_9366/Adizero_5_Star_7.0_Lax_Mid_Cleats_Black_AC8229_01_standard.jpg",adidas Adizero 5-Star 7.0 Lax Mid Cleats - Black | adidas US,adidas,['Lacrosse'],M,130,"Blow by your defender and break straight for the goal in the lightest lacrosse cleats in the game. Built for outstanding support, these cleats provide the traction you need to stop on a dime and make hard cuts. A sock-like fit locks you in without slowing you down.

Lightweight support
Sprintskin is a revolutionary single-layer synthetic for incredible support and reduced weight

Outstanding comfort
Anatomical lace structure helps relieve pressure for a comfortable fit

Flexible lockdown
Speed Spat seam tape is tactfully placed to elevate lockdown and promote a natural flex in the upper

Unrivaled traction
Sprintframe plate with external heel features Sprintstuds and a rotational traction zone delivering unrivaled tractionegular fit Lace closure Sprintskin upper Sprintframe plate with Sprintstuds; Lightweight EVA lining Hugs the foot Imported"
EE4665,https://www.adidas.com/us/freak-ultra/EE4665.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cc89256b30b84dc2a9b0a999017db771_9366/Freak_Ultra_White_EE4665_01_standard.jpg",adidas Freak Ultra - White | adidas US,adidas,['Football'],M,180,"The Freak Ultra is new for  Football on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Freak Ultra before, leave a review below to let us know what you thought.

We’re still working on getting you more information about the Freak Ultra on adidas.com so come back soon. In the meantime, here’s the product article number EE4665 for your reference, it's categorized as: Football Cleats, High Topsmported"
F34535,https://www.adidas.com/us/court-70s-shoes/F34535.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/58cccbe9e23141148f65a993014420a4_9366/Court_70s_Shoes_Grey_F34535_01_standard.jpg",adidas Court 70s Shoes - Grey | adidas US,adidas,['Tennis'],M,70,These tennis-inspired shoes feature a premium suede upper and a textile lining for soft comfort that lasts all day. 3-Stripes and rubber details give the look a touch of vintage style.ace closure Premium suede upper Textile lining; Rubber cupsole Enjoy the comfort and performance of OrthoLite® Float sockliner Imported
BC0718,https://www.adidas.com/us/five-ten-mountain-bike-impact-pro-shoes/BC0718.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/213306cdb87541dfab2aa9f5011cbd9c_9366/Five_Ten_Mountain_Bike_Impact_Pro_Shoes_Black_BC0718_01_standard.jpg",adidas Five Ten Mountain Bike Impact Pro Shoes - Black | adidas US,adidas,"['Outdoor', 'Mountain Biking']",M,160,"Hit the trails in comfort. These mountain biking shoes are built with weather-resistant, quick-drying materials. An impact-resistant toe box adds protection. The Stealth® S1 outsole grips the pedals and the pavement, and the stiff midsole delivers power to the pedals.egular fit Lace closure Synthetic weather-resistant micro-perforated upper Textile lining; Stealth® rubber outsole for unbeatable grip Stiff polyurethane midsole; Enjoy the comfort and performance of OrthoLite® sockliner Impact-resistant Poron® toe box Imported"
AC7856,https://www.adidas.com/us/terrex-brushwood-shoes/AC7856.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e0c0af19441447eea3c8a8eb00d42983_9366/Terrex_Brushwood_Shoes_Brown_AC7856_01_standard.jpg",adidas Terrex Brushwood Shoes - Brown | adidas US,adidas,['Outdoor'],M,90,"Whether you're on a short off-road walk or a long hike, these trail shoes will provide the support you need. Built with a durable synthetic upper and heel cushioning that complements the EVA midsole for long-range comfort, these shoes have a lugged rubber outsole that maintains traction in all directions for confident grip on mixed terrain.

Confident grip
Traxion outsole for optimal grip; Continental™ Rubber outsole for extraordinary grip even in wet conditions

Cushioned support
Adiprene heel cushioning; Lightweight EVA midsoleace closure Nubuck leather and synthetic upper Traxion outsole for optimal grip; Continental™ Rubber outsole for extraordinary grip even in wet conditions; Molded sockliner; Heel pull Adiprene heel cushioning; Lightweight EVA midsole Imported"
DB3006,https://www.adidas.com/us/terrex_wm-two-gtx-shoes/DB3006.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1368557be2cb4496acaea98f011df46c_9366/Terrex_WM_Two_GTX_Shoes_Black_DB3006_01_standard.jpg",adidas Terrex_WM Two GTX Shoes - Black | adidas US,adidas,['Lifestyle'],M,200,"Tokyo-based label White Mountaineering is known for their organic approach to technical apparel. This collaboration with adidas Outdoor brings their design sense to a range of weather-ready pieces. Built for a confident feel on rough terrain, these waterproof and breathable trail shoes cushion every step and support your feet on uneven ground. 

adidas Terrex by White Mountaineering
Inspired by adidas' dedication to the outdoors and elevated by Japanese designer Yosuke Aizawa's sartorial perspective

Stay dry
GORE-TEX® lining for waterproof, breathable performancene-touch adjustable bungee lacing Mesh upper GORE-TEX® lining for waterproof, breathable performance; Rubber outsole EVA midsole Imported"
BC0652,https://www.adidas.com/us/freerider-contact/BC0652.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c16895dc521c4a4384e0a9af001c278c_9366/FREERIDER_CONTACT_Blue_BC0652_01_standard.jpg",adidas FREERIDER CONTACT - Blue | adidas US,adidas,['Outdoor'],M,150,"The Freerider Contact is new for  Outdoor on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Freerider Contact before, leave a review below to let us know what you thought.

We’re still working on getting you more information about the Freerider Contact on adidas.com so come back soon. In the meantime, here’s the product article number BC0652 for your reference, it's categorized as: Outdoor Athletic & Sneakersmported"
B27975,https://www.adidas.com/us/adizero-5-star-7.0-cleats/B27975.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2e8e095841334ee898b6a842016268bd_9366/Adizero_5_Star_7.0_Cleats_Black_B27975_01_standard.jpg",adidas Adizero 5-Star 7.0 Cleats - Black | adidas US,adidas,['Football'],M,120,"Speed changes games. Built with a sock-like construction for a comfortable fit, these men's football cleats feature an ultralight Sprintskin upper made to turn hand-offs into touchdowns. The Sprintframe plate offers enhanced traction as you accelerate and explode on a dime.printskin upper is a revolutionary laminated package for incredible support and reduced weight Bootee construction for a precise, comfortable fit; Anatomical lace structure helps relieve pressure for a comfortable fit Speed Spat seam tape is tactfully placed to elevate lockdown and promote a natural flex in the upper Compression-molded EVA lining for lightweight cushioning Heel cup locks the foot in place; Heel tab for easier entry Sprintframe plate with external heel counter features Sprintstuds and a rotational traction zone delivering unrivaled traction; Cleated outsole Main materials: Synthetic and textile upper / Textile lining / Synthetic outsole Imported"
B43522,https://www.adidas.com/us/nmd_r1-primeknit-shoes/B43522.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1e93ad8a2f054d0cbecba8890104a00e_9366/NMD_R1_Primeknit_Shoes_Orange_B43522_01_standard.jpg",adidas NMD_R1 Primeknit Shoes - Orange | adidas US,adidas,['Lifestyle'],M,180,"Distinctive Boost midsole Minimalist knit upper Boost is our most responsive cushioning ever adidas Primeknit upper wraps the foot in adaptive support and ultralight comfort Progressive, premium, pioneering. NMD blends pure adidas heritage with modern materials to create a look that resonates on the streets. These shoes feature the best of adidas innovation, like an adaptive, flexible upper and the ultra-soft cushioning of Boost.ace closure adidas Primeknit textile upper Rubber outsole Lightweight EVA midsole plugs Sock-like construction hugs the foot Imported"
EE9673,https://www.adidas.com/us/court-80s-shoes/EE9673.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9b3ad5e428c94b20be06aa4601005252_9366/Court_80s_Shoes_Blue_EE9673_01_standard.jpg",adidas Court 80s Shoes - Blue | adidas US,adidas,['Tennis'],M,65,"A nod to icons of the past, these shoes bring a retro court look into the present. They're crafted with an airy mesh upper and premium suede-like details. An ultra-soft sockliner adds lightweight cushioning.egular fit Lace closure Mesh upper with synthetic suede overlays Synthetic outsole with polyurethane rubber midsole; Textile lining; Heel pull Enjoy the comfort and performance of OrthoLite® sockliner Imported"
EE7040,https://www.adidas.com/us/adilette-shower-slides/EE7040.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1086960c34ce41499b82aa6f011ec514_9366/Adilette_Shower_Slides_Green_EE7040_01_standard.jpg",adidas Adilette Shower Slides - Green | adidas US,adidas,['Swim'],M,25,"Post-swim reward. Hop out of the pool and slip on these comfortable slides. Quick-drying and ultra-soft, they cradle your feet with lightweight cushioning. A contrast adidas Badge of Sport adds extra style.egular fit Slip-on construction Single-bandage synthetic upper EVA outsole Contoured Cloudfoam footbed Lightweight feel Imported"
BD7927,https://www.adidas.com/us/zx-4000-4d-shoes/BD7927.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c255847c377345bab440aa30010c01a5_9366/ZX_4000_4D_Shoes_Grey_BD7927_01_standard.jpg",adidas ZX 4000 4D Shoes - Grey | adidas US,adidas,['Lifestyle'],U,350,"Engineered fit Controlled energy return adidas Primeknit upper wraps the foot with an engineered fit for targeted support that enhances movement Digitally printed adidas 4D midsole is precision crafted with light, oxygen and liquid resin for controlled energy return In the '80s, the science of sport and wearable technology were new concepts. The ZX running series adopted these ideas with a visibly technical design that became a hallmark of its style. In this version, an adidas Primeknit upper offers lightweight support. Staying true to the original innovative ZX spirit, the shoes feature a digitally printed midsole for long-lasting comfort with an open structure for airflow.egular fit Lace closure adidas Primeknit textile upper with suede overlays Rubber outsole adidas 4D midsole; Enjoy the comfort and performance of OrthoLite® sockliner Hugs the foot Imported"
BC0651,https://www.adidas.com/us/freerider-contact/BC0651.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/18e31fcf6ced46c1b137a9ae0162aaaa_9366/FREERIDER_CONTACT_Black_BC0651_01_standard.jpg",adidas FREERIDER CONTACT - Black | adidas US,adidas,['Outdoor'],M,150,"The Freerider Contact is new for  Outdoor on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Freerider Contact before, leave a review below to let us know what you thought.

We’re still working on getting you more information about the Freerider Contact on adidas.com so come back soon. In the meantime, here’s the product article number BC0651 for your reference, it's categorized as: Outdoor Athletic & Sneakersmported"
AQ0158,https://www.adidas.com/us/icon-bounce-tpu-cleats/AQ0158.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2dc58ff0a087487ca694a90f0001e40b_9366/Icon_Bounce_TPU_Cleats_Black_AQ0158_01_standard.jpg",adidas Icon Bounce TPU Cleats - Black | adidas US,adidas,['Baseball'],M,80,"Put your five tools on display in these baseball cleats. Built with extra lockdown for stability as you swing for the fences, they feature full-length cushioning for comfort and flexibility for nine innings. An abrasion-resistant toe cap provides durability that lasts the whole season. The TPU outsole plate offers enhanced traction and grip as you dig out grounders in the dirt or chase down fly balls in the outfield. 

Flexible cushioning
Bounce cushioning provides enhanced comfort and flexibility

Durable resistance
Ironskin toe cap provides superior abrasion resistance in key toe-drag area

Enhanced outsole
Moulded Stealtrax TPU outsole plate is designed for baseball-specific movements and provides metal-like cleat performance and traction while playing any position on the fieldace closure Nubuck upper with perforations Moulded Stealtrax TPU outsole plate; Abrasion-resistant Ironskin toe cap; Padded tongue with supportive tongue wings Flexible Bounce midsole cushioning Imported"
CG7169,https://www.adidas.com/us/adidas-x-undefeated-adizero-xt-boost-shoes/CG7169.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f5f847fb4e574fbe980fa981010f3363_9366/adidas_x_UNDEFEATED_Adizero_XT_Boost_Shoes_Black_CG7169_01_standard.jpg",adidas x UNDEFEATED Adizero XT Boost Shoes - Black | adidas US,adidas,"['Lifestyle', 'Running']",M,160,"adidas merges its cutting-edge technologies with the raw attitude of street culture. These running shoes combine the protection and traction of rugged trail shoes with the light and fast ride of marathon shoes. Arch support and an agile design deliver a flexible, adaptable ride on uneven terrain and road. A high ankle cuff helps keep out pebbles and mud.

adidas by UNDEFEATED 
Established in 2002 in L.A., UNDEFEATED is one of the best-known names in streetwear today

Energized cushioning
Boost is our most responsive cushioning ever: The more energy you give, the more you get

Reliable traction
Continental™ Rubber outsole for extraordinary traction in wet and dry conditionsace closure Neoprene, nylon and Dyneema® fiber upper; Upper woven with Dyneema® yarn for strong, durable support Continental™ Rubber outsole for extraordinary traction in wet and dry conditions Responsive Boost midsole insert Sock-like construction hugs the foot Imported"
Q16484,https://www.adidas.com/us/poweralley-4-cleats/Q16484.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/15255561810e45d9aef2a62f016e2e18_9366/PowerAlley_4_Cleats_Black_Q16484_01_standard.jpg",adidas PowerAlley 4 Cleats - Black | adidas US,adidas,['Baseball'],M,75,"These men's baseball cleats are built to generate maximum power at bat. Made with a durable nubuck upper, they have a PROTRAX 5x3 cleat configuration for ground-gripping traction that minimizes pressure on the foot. An internal shank provides sturdy support as you round the bases.remium nubuck upper with diamond perforations and gloss baseball stitch graphic IRONSKIN toe overlay for enhanced abrasion resistance Comfortable textile lining LITESTRIKE EVA midsole is lighter than conventional midsoles Internal shank for midfoot support and torsional rigidity Pearlized PROTRAX 5x3 cleat configuration and placement reduces underfoot cleat pressure while improving traction Imported"
G28190,https://www.adidas.com/us/3mc-x-truth-never-told-shoes/G28190.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/54a08f7ef34c4aee9b9da9e701288871_9366/3MC_x_Truth_Never_Told_Shoes_Blue_G28190_01_standard.jpg",adidas 3MC x Truth Never Told Shoes - Blue | adidas US,adidas,['Lifestyle'],U,70,"Reference the style of East L.A. -based Truth Never Told in these durable skateboarding shoes. Built with midsole cushioning and a leather upper, these shoes feature hot-rod inspired chain-stitched logos. An innovative outsole provides an ideal blend of flexibility, grip and board feel.egular fit Lace closure Leather upper Rubber outsole; Grippy, flexible Geoflex tread Lightweight EVA sockliner Imported"
BC0711,https://www.adidas.com/us/five-ten-mountain-bike-impact-pro-shoes/BC0711.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/be218ff3ee8745599e8da9af00191a68_9366/Five_Ten_Mountain_Bike_Impact_Pro_Shoes_Black_BC0711_01_standard.jpg",adidas Five Ten Mountain Bike Impact Pro Shoes - Black | adidas US,adidas,['Outdoor'],M,160,"Hit the trails in comfort. These mountain biking shoes are built with weather-resistant, quick-drying materials. An impact-resistant toe box adds protection. The Stealth® S1 outsole grips the pedals and the pavement, and the stiff midsole delivers power to the pedals.egular fit Lace closure Synthetic weather-resistant micro-perforated upper Textile lining; Stealth® rubber outsole for unbeatable grip Stiff polyurethane midsole; Enjoy the comfort and performance of OrthoLite® sockliner Impact-resistant Poron® toe box Imported"
B76039,https://www.adidas.com/us/alphabounce-instinct-shoes/B76039.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d6ec7c4120634be0996aa8b60100c82d_9366/Alphabounce_Instinct_Shoes_Beige_B76039_01_standard.jpg",adidas Alphabounce Instinct Shoes - Beige | adidas US,adidas,"['Running', 'Training']",M,120,"Designed to be the athlete's running shoe, these shoes have a soft and stretchy upper that hugs your foot for a snug and comfortable fit. A springy midsole provides medial and lateral reinforcement for midfoot lockdown. 

Runner type
Neutral shoes for the versatile runner

Supportive fit
Seamless Forgedmesh upper designed with areas of support and stretch to help ensure a custom fit that adapts to every move

Springy cushioning
Bounce cushioning provides enhanced comfort and flexibility

Enhanced flex
Torsion Bridge wraps the midfoot for stability and allows natural movement of the forefoot and rearfoot

Reliable traction
Continental™ Rubber outsole for extraordinary traction in wet and dry conditionsegular fit Lace closure Supportive Forgedmesh upper with reflective details Soft, stretchy lining; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions Flexible Bounce midsole cushioning Sock-like construction hugs the foot Weight: 12.1 ounces (size 9) Midsole drop: 10 mm (heel: 22 mm / forefoot: 12 mm) Recommended for: Multidirectional movements, running for your sport and agility training movements; Arch type: Normal; Stabilizing Torsion Bridge Imported"
BB7669,https://www.adidas.com/us/bristol-crazy-byw-lvl-i-shoes/BB7669.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/79bedb7626314e77bd0da982010d7755_9366/Bristol_Crazy_BYW_LVL_I_Shoes_Blue_BB7669_01_standard.jpg",adidas Bristol Crazy BYW LVL I Shoes - Blue | adidas US,adidas,['Lifestyle'],M,200,"Worn by legendary B-ball players, this '90s-era design featured a look so unconventional that it was called Crazy. Its descendant, the Crazy BYW, combines retro style with innovative cushioning. The result of a collaboration with emerging L.A. fashion line Bristol Studio, the shoes are inspired by early-millennium hip hop videos. 

Bristol Studio
Bristol Studio is inspired by the interplay of sport and fashion 

Distinctive Boost midsole
Boost is our most responsive cushioning everegular fit Lace closure Suede, mesh and TPU upper Rubber outsole Distinctive Boost midsole Soft, breathable feel Imported"
AQ0162,https://www.adidas.com/us/icon-bounce-tpu-cleats/AQ0162.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/52c4ee9277514c84be94a8fe0102d9b8_9366/Icon_Bounce_TPU_Cleats_Blue_AQ0162_01_standard.jpg",adidas Icon Bounce TPU Cleats - Blue | adidas US,adidas,['Baseball'],M,80,"Put your five tools on display in these baseball cleats. Built with extra lockdown for stability as you swing for the fences, they feature full-length cushioning for comfort and flexibility for nine innings. An abrasion-resistant toe cap provides durability that lasts the whole season. The TPU outsole plate offers enhanced traction and grip as you dig out grounders in the dirt or chase down fly balls in the outfield. 

Flexible cushioning
Bounce cushioning provides enhanced comfort and flexibility

Durable resistance
Ironskin toe cap provides superior abrasion resistance in key toe-drag area

Enhanced outsole
Moulded Stealtrax TPU outsole plate is designed for baseball-specific movements and provides metal-like cleat performance and traction while playing any position on the fieldace closure Nubuck upper with perforations Moulded Stealtrax TPU outsole plate; Abrasion-resistant Ironskin toe cap; Padded tongue with supportive tongue wings Flexible Bounce midsole cushioning Imported"
G26476,https://www.adidas.com/us/five-ten-freerider-eps-shoes/G26476.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6dadb5e89fbe4c46aae7aa8e00ec5170_9366/Five_Ten_Freerider_EPS_Shoes_Black_G26476_01_standard.jpg",adidas Five Ten Freerider EPS Shoes - Black | adidas US,adidas,['Outdoor'],M,130,Extend your riding season into the cold weather. The Freerider EPS Mid adds insulation and weather resistance to the classic Freerider design. The shoes' leather upper features water resistance and reduced seams to keep your feet dry. PrimaLoft® insulation in the toe box and tongue keeps feet warm. The Stealth® S1 outsole and Dotty rubber tread provide unbeatable grip on wet pedals and slippery ground.egular fit Lace closure Weather-resistant leather upper with single-piece leather on forefoot; Fully gusseted tongue helps keep out water and mud; Insulated vamp Textile lining; Stealth® S1 rubber offers versatile high-friction grip on and off the bike Insulated sockliner; Insulated heat-reflective footboard PrimaLoft® insulation material for superior warmth and water resistance Imported
EE4119,https://www.adidas.com/us/courtjam-bounce-wide-shoes/EE4119.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d65776ea64fc4cc7b87eaa4f00995765_9366/CourtJam_Bounce_Wide_Shoes_White_EE4119_01_standard.jpg",adidas CourtJam Bounce Wide Shoes - White | adidas US,adidas,['Tennis'],M,85,"These tennis shoes provide a launching pad for dominant play. Showing off a clean design, their lightweight mesh upper has durable TPU in the toe cap. A layer of responsive cushioning ensures you're ready to react, while adaptive midfoot support stabilizes you for every shot. They have a similar fit and feel to the Barricade Classic Wide shoes.ide fit Lace closure Mesh upper Rubber outsole; Textile lining Flexible Bounce midsole cushioning Imported"
BB2951,https://www.adidas.com/us/nmd_r2-primeknit-shoes/BB2951.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e2a1a71113464d159bdba6b800e737d5_9366/NMD_R2_Primeknit_Shoes_Black_BB2951_01_standard.jpg",adidas NMD_R2 Primeknit Shoes - Black | adidas US,adidas,['Lifestyle'],M,170,"adidas Originals finds new inspiration throughout the archives. These shoes riff on the style of running trainers, both in remixed vintage details and in tech innovations. These shoes feature an allover stripe pattern on the adidas Primeknit upper. The soft, flexible fabric gives your foot a snug fit and feels like a sock. Iconic 3-Stripes are slightly transparent, showing the knit stripes underneath. boost™ keeps your steps energized on the go.didas Primeknit upper wraps the foot in adaptive support and ultralight comfort; Engineered stripe pattern on upper boost™ is our most responsive cushioning ever: The more energy you give, the more you get EVA midsole inserts for lightweight cushioning Four-language branding on medial EVA insert Leather sockliner and heel pull; Molded leather heel patch Rubber outsole Imported"
M19840,https://www.adidas.com/us/zx-flux-shoes/M19840.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c47fcc8ba1eb42c6ac33a7fa00ebf511_9366/ZX_Flux_Shoes_Black_M19840_01_standard.jpg",adidas ZX Flux Shoes - Black | adidas US,adidas,['Lifestyle'],M,85,"Simple and modern, the ZX Flux is a descendant of the iconic ZX 8000 running shoe. These men's shoes have a one-piece mesh upper with welded TPU 3-Stripes.reathable mesh upper Welded TPU 3-Stripes TORSION® SYSTEM for midfoot integrity Injected EVA midsole for long-term, lightweight cushioning Supportive heel cage Rubber outsole Imported"
F97457,https://www.adidas.com/us/freak-carbon-high-cleats/F97457.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9010a96b751d4d359b8ba9b201623d62_9366/Freak_Carbon_High_Cleats_White_F97457_01_standard.jpg",adidas Freak Carbon High Cleats - White | adidas US,adidas,['Football'],M,130,"Dominate the trenches in these football cleats. Designed for convenient on and off, these high-cut cleats feature a synthetic upper for superior ankle support and a locked-down fit. The cleated outsole provides the lightweight traction you need for easy and precise footwork.egular fit Lace closure Synthetic upper Cleated synthetic outsole; Textile lining; Tongue and heel pulls Imported"
B37916,https://www.adidas.com/us/ultra-tech-shoes/B37916.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e599f1f48b5040ad8889a8ba00f28163_9366/Ultra_Tech_Shoes_White_B37916_01_standard.jpg",adidas Ultra Tech Shoes - White | adidas US,adidas,['Lifestyle'],M,120,"Inspired by the vintage Ultra Tech sneaker, these mesh shoes stay true to their original '90s style and proportions. The midsole is wrapped in webbing for a look that steps straight out of the archives.ace closure Mesh upper; Open mesh collar; Premium pigskin nubuck overlays Terry lining; TPU lace ghilly; Vintage-look suede heel overlay; Rubber outsole Archival web-wrapped EVA midsole Imported"
BC0719,https://www.adidas.com/us/five-ten-high-impact-mountain-bike-shoes/BC0719.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b31d5ed4321b40d68c90a9af0031cfe6_9366/Five_Ten_High_Impact_Mountain_Bike_Shoes_Black_BC0719_01_standard.jpg",adidas Five Ten High Impact Mountain Bike Shoes - Black | adidas US,adidas,['Outdoor'],M,160,"Focus on your line. The Five Ten High Impact Mountain Bike Shoes offer support and impact coverage for aggressive, gravity-fueled riding. Like their low-cut siblings, there's a durable platform for confident pedal control in any terrain. Extra ankle coverage helps you keep your focus and find your flow in the roughest terrain.egular fit Lace closure Full grain leather upper Stealth® S1 rubber outsole Burly, impact-resistant mountain bike shoes Reinforced stitched toe cap Polyurethane midsole for stiffness Imported"
CG5159,https://www.adidas.com/us/boost-icon-4-cleats/CG5159.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5aa95a26b5e44d7098f8a8ff01687777_9366/Boost_Icon_4_Cleats_Grey_CG5159_01_standard.jpg",adidas Boost Icon 4 Cleats - Grey | adidas US,adidas,['Baseball'],M,120,"Command the diamond in these lightweight baseball cleats inspired by a casual look. Built for extra lockdown and fit, they return energy on every swing. A breathable mesh upper with TPU overlays offers abrasion protection as you dig out grounders in the dirt. The innovative cleat configuration provides the grip and traction you need to accelerate on contact and take the extra base.

Energized cushioning
Boost is our most responsive cushioning ever: The more energy you give, the more you get

Enhanced traction
Protrax 5x3 cleat configuration allows for excellent dirt penetration, minimal cleat pressure and explosive acceleration on the fieldace closure Mesh upper with TPU overlays Protrax 5x3 cleat configuration; Lightweight and rigid outsole plate; Heel counter and internal support structure Responsive Boost midsole cushioning Tongueless sock-like construction hugs the foot Imported"
BB6130,https://www.adidas.com/us/ultraboost-all-terrain-shoes/BB6130.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/310a08ad52e04cff9810a8620107fefd_9366/Ultraboost_All_Terrain_Shoes_Green_BB6130_01_standard.jpg",adidas Ultraboost All-Terrain Shoes - Green | adidas US,adidas,['Running'],M,220,"Don't let rough weather stop your run. These shoes have a water-repellent knit upper that keeps your feet dry during a downpour and a high collar for added protection against the elements. A rugged outsole offers traction in all terrains.

Runner type
Neutral shoes for the ultimate running experience

Enhanced breathability
adidas Primeknit upper wraps the foot in adaptive support and ultralight comfort; Clima yarns wick moisture away to help keep feet cool and dry

Energized cushioning
Boost is our most responsive cushioning ever: The more energy you give, the more you get

Reliable traction
Stretchweb outsole flexes naturally for an energized ride, while Continental™ Rubber gives you superior traction; All-terrain outsole works like winter tires for your feetegular fit with a high collar Lace closure adidas Primeknit textile upper; Ultra-thin film on upper helps repel water Flexible Stretchweb outsole; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions; All-terrain outsole for supreme traction Responsive Boost midsole Lightweight and supportive Weight: 11.9 ounces (size 9) Midsole drop: 10 mm (heel: 32.2 mm / forefoot: 22.2 mm) Recommended for: Long, urban runs in winter conditions; Arch type: Normal;  Supportive knit midfoot cage; Fitcounter heel for unrestricted fit; Stabilizing Torsion System Imported"
